Company:,Scotts ID:,Legal Name:,# of Employees:,Address:,Sales:,Square Footage:,Telephone:,Year Established:,Head Office:,Geocoded By:,Fax:,Web Site:,Census Division:,Executives:,NAICS:,Business Types:,Products:,Exporter (Y/N):,Location Address:
Carmanah Technologies,114803749,Carmanah Technologies Corporation,9,310-144 Front St W,$1-5 Million,,416-933-3385,2001,Carmanah Technologies Corporation250 Bay StVictoriaBCV9A3K5,Address,647-723-7418,www.carmanah.com,"Toronto Metropolitan Municipality, ON",Mr. Rob Milliken-Gen Mgr,"333990-All Other General-Purpose Machinery Manufacturing
335120-Lighting Fixture Manufacturing",Manufacturer,"Lights: LED, Solar energy products",N,"310-144 Front St WToronto,ONM5J2L7"
Carmens Designs for Childre,19539488,Carmens Designs for Children Inc.,5,1274 St Clair Ave W,N/A,"2,300",416-656-1022,1997,,Address,416-656-9856,www.carmensdesigns.com,"Toronto Metropolitan Municipality, ON","Mr. Jeff Gillan-Co-Owner
Ms. Carmen Romao-Co-Owner/Pres","315220-Men's and Boys' Cut and Sew Clothing Manufacturing
414110-Clothing and Clothing Accessories Merchant Wholesalers
315241-Infants' Cut and Sew Clothing Manufacturing
315249-Women's and Girls' Cut and Sew Clothing Manufacturing
448120-Women's Clothing Stores","Manufacturer
Distributor
Retail","Clothing: children's, Clothing: infants', Clothing: formal wear, Clothing: women's, Clothing store: women's",N,"1274 St Clair Ave WToronto,ONM6E1B9"
Carmichael Birrell Loberto,18840620,Carmichael Birrell Loberto Corp.,9,129 John St,$1-5 Million,"3,456",416-581-1222,1990,,Address,,www.cblsearch.com,"Toronto Metropolitan Municipality, ON","Mr. David Birrell-Man Dir
Mr. Colin Carmichael-Man Dir
Ms. Elicia Kelly-Exec Asst
Ms. Caroline Loberto-Man Dir",561310-Employment Placement Agencies and Executive Search Services,"Administrative and Support, Waste Management and Remediation Services",Executive search services,N,"129 John StToronto,ONM5V2E2"
Carol Bolt Reading Room,34360850,Playwrights Guild of Canada - Carol Bolt Reading Room,4,350-401 Richmond St W,Under $1 Million,,416-703-0201,1984,,Address,416-703-0059,www.playwrightsguild.ca,"Toronto Metropolitan Municipality, ON","Ms. Tina Salek-Office/Prog Mgr
Ms. Robin Sokoloski-Exec Dir",519121-Libraries,Information and Cultural Industries,Library: special,N,"350-401 Richmond St WToronto,ONM5V3A8"
Carol Wintrip Paralegal,54121191,Carol Wintrip Paralegal Services Inc.,1,481 University Ave,Under $1 Million,,416-971-9944,1977,,Address,,,"Toronto Metropolitan Municipality, ON",Mr. Bill Redmond-Pres,541190-Other Legal Services,"Professional, Scientific & Technical Services",Paralegal service,N,"481 University AveFloor 10Toronto,ONM5G2E9"
Carole's Cheesecake Company,18602476,Carole's Cheesecake Company Ltd.,35,1272 Castlefield Ave,$1-5 Million,"12,500",416-256-0000,1972,,Address,416-256-0001,www.carolescheesecake.com,"Toronto Metropolitan Municipality, ON","Mr. Edison Carbajal-Pres
Mr. Alexander Ogus-VP Spec Foods
Ms. Carole Ogus-CEO
Doctor. Ellen Ogus-VP-Hum Res/IT
Mr. Michael Ogus-Chm","413190-Other Specialty-Line Food Merchant Wholesalers
311410-Frozen Food Manufacturing
311420-Fruit and Vegetable Canning, Pickling and Drying
311811-Retail Bakeries
419120-Wholesale Trade Agents and Brokers
311940-Seasoning and Dressing Manufacturing
311814-Commercial Bakeries and Frozen Bakery Product Manufacturing","Manufacturer
Wholesaler
Wholesale Agents & Brokers","Soups: frozen, Bakery products: fresh, Bakery products: frozen, Salad dressings, Sauces, Bakery: retail",YExport Countries:Worldwide,"1272 Castlefield AveToronto,ONM6B1G3"
Carousel Bakery Ltd.,19082247,Carousel Bakery Ltd.,18,93 Front St E,$1-5 Million,800,416-363-4247,1981,,Address,416-863-6764,,"Toronto Metropolitan Municipality, ON","Mr. Maurice Biancolin-Sec-Treas
Mr. Robert Biancolin-Pres","311811-Retail Bakeries
311990-All Other Food Manufacturing
722320-Caterers","Manufacturer
Accommodation and Food Services","Sandwiches, Caterer, Bakery: retail",N,"93 Front St EToronto,ONM5E1C3"
CARP,35910919,CARP,17,30 Jefferson Ave,Under $1 Million,,416-363-8748,1984,ZoomerMedia Limited - CARP TV & Radio30 Jefferson AveTorontoONM6K1Y4Canada,Address,,www.carp.ca,"Toronto Metropolitan Municipality, ON","Mr. Anthony Quinn-Dir-Ops
Mr. David Sersta-VP-Bus Dev
Mr. Moses Znaimer-Pres","519130-Internet Publishing and Broadcasting and Web Search Portals
813310-Social Advocacy Organizations
813410-Civic and Social Organizations
511110-Newspaper Publishers","Information and Cultural Industries
Services","Internet publishing, Information services: internet, Association: elderly advocacy, Association: elderly resource centres",N,30 Jefferson AveM6K1Y4
CARP TV & Radio,19792789,ZoomerMedia Limited - CARP TV & Radio,100,30 Jefferson Ave,$25-50 Million,,416-363-8748,1996,ZoomerMedia Limited70 Jefferson AveTorontoONM6K1Y4,Address,416-363-8747,www.carp.ca,"Toronto Metropolitan Municipality, ON",Mr. Eric Vengroff-VP/Gen Mgr,519130-Internet Publishing and Broadcasting and Web Search Portals,Information and Cultural Industries,"Information services: internet, Internet publishing",N,"30 Jefferson AveToronto,ONM6K1Y4"
Carpathian Gold Inc.,71998599,Carpathian Gold Inc.,8,300-365 Bay St,$5-10 Million,,416-368-7744,2004,,Address,,www.carpathiangold.com,"Toronto Metropolitan Municipality, ONStock Symbol:CPNMarket:Toronto Stock Exchange",Ms. Cindy Jarvis-Office Mgr,213119-Other Support Activities for Mining-Primary,Mining and Oil & Gas Extraction,Mining exploration: gold,N,"300-365 Bay StToronto,ONM5H2V1"
Carpedia Capital Ltd.,95601467,Carpedia Capital Ltd.,1,902-123 Front St E,N/A,,416-364-8842,2010,,Address,,www.carpediacapital.com,"Toronto Metropolitan Municipality, ON",Mr. Glen Ampleford-VP,523920-Portfolio Management,Finance,Investment management services,N,"902-123 Front St EToronto,ONM5J2M2"
Carpet Villa Limited,18597388,Carpet Villa Limited,10,28-1170 Sheppard Ave W,$5-10 Million,"7,000",416-630-1533,1969,,Address,416-630-6357,www.carpetvilla.ca,"Toronto Metropolitan Municipality, ON","Mr. Jonathan Ber-Mgr
Mr. Josef Ber-Pres
Mr. Matthew Ber-Dir-Mktg","442210-Floor Covering Stores
416320-Lumber, Plywood and Millwork Merchant Wholesalers
418990-All Other Merchant Wholesalers
238330-Flooring Contractors
414320-Floor Covering Merchant Wholesalers","Wholesaler
Distributor
Construction
Retail","Carpet, Rugs, Floor tiles, Flooring: laminate, Flooring: hardwood, Carpet installation, Padding, Carpet store",Y,"28-1170 Sheppard Ave WToronto,ONM3K2A3"
Carrara Marble (1990) Inc.,18591116,Carrara Marble (1990) Inc.,11,3-5511 Steeles Ave W,$1-5 Million,"10,000",416-745-4506,1990,,Address,416-745-3613,www.carrara90.ca,"Toronto Metropolitan Municipality, ON",Mr. Rocco Oppedisano-Pres,327990-All Other Non-Metallic Mineral Product Manufacturing,Manufacturer,"Marble products, Counters: marble, Vanities: marble, Floor tiles, Slabs: granite, Limestone products",N,"3-5511 Steeles Ave WToronto,ONM9L1S7"
Carson Dunlop & Associates,18744137,Carson Dunlop & Associates Limited,52,407-120 Carlton St,Under $1 Million,,416-964-9415,1978,,Address,416-964-0683,www.carsondunlop.com,"Toronto Metropolitan Municipality, ON",Mr. Alan Carson-Pres/Co-Founder,611210-Community Colleges and C.E.G.E.P.s,Educational Services,College,N,"407-120 Carlton StToronto,ONM5A4K2"
"Carson Woods, Architects",113779894,"Carson Woods, Architects Limited",7,302-12 Cumberland St,N/A,,416-923-2775,1979,,Address,416-923-8643,www.cwal.ca,"Toronto Metropolitan Municipality, ON",Mr. Carson Wood-Owner,541310-Architectural Services,"Professional, Scientific & Technical Services",Architectural services,N,"302-12 Cumberland StToronto,ONM4W1J5"
"Carswell, A Thomson Reuters",18571936,"Carswell, A Thomson Reuters Business",30,100-245 Bartley Dr,$5-10 Million,"50,000",416-759-6707,1902,Thomson Reuters Canada - Div. of Thomson Reuters Canada Ltd.2075 Kennedy RdFloor 11ScarboroughONM1T3V4,Address,416-759-2880,www.carswell.com,"Toronto Metropolitan Municipality, ON",Mr. Dan Finos-Gen Mgr,511130-Book Publishers,Information and Cultural Industries,Publishing: book,N,"100-245 Bartley DrToronto,ONM4A2V8"
Carter & Wong Barristers,18763004,Carter & Wong Barristers & Solicitors,2,401-302 Spadina Ave,Under $1 Million,"1,000",416-593-8820,1974,,Address,416-593-9611,,"Toronto Metropolitan Municipality, ON",Mr. Paul Wong-Partner,541110-Offices of Lawyers,"Professional, Scientific & Technical Services",Legal firm,N,401-302 Spadina AveM5T2E7
Cartika IT Solutions Inc.,36438358,Cartika IT Solutions Inc.,50,20 Pullman Crt,N/A,"4,000",416-703-8684,2002,,Address,,www.cartika.com,"Toronto Metropolitan Municipality, ON","Ms. Erin Latimer-Treas
Mr. Andrew Rouchotas-Dir","541514-Computer Systems Design and Related Services (Except Video Game Design and Development)
518210-Data Processing, Hosting, and Related Services","Professional, Scientific & Technical Services
Information and Cultural Industries","Computer consultants: business, Computer site development services: e-commerce, Computer facilities management services, Web hosting",N,"20 Pullman CrtToronto,ONM1X1E4"
Casa Canadiense - Pueblito Cda,35848136,Casa Canadiense - Pueblito Canada,5,107A-2238 Dundas St W,Under $1 Million,,416-642-5781,1974,,Address,,www.casapueblito.org,"Toronto Metropolitan Municipality, ON","Ms. Katie Daly-Exec Dir
Mr. Carl Melvin-Pres
Mr. Michael O'Sullivan-VP",813310-Social Advocacy Organizations,Services,Advocacy group: antipoverty,N,107A-2238 Dundas St WM6R3A9
Casa Di Luce,61221512,Casa Di Luce,12,102-89 Tycos Dr,$5-10 Million,,416-650-9837,2005,,Address,,www.casadiluce.ca,"Toronto Metropolitan Municipality, ON",Mrs. Tamara Mykhaylova-Pres,"414310-China, Glassware, Crockery and Pottery Merchant Wholesalers
414390-Other Home Furnishings Merchant Wholesalers
416110-Electrical Wiring and Construction Supplies Merchant Wholesalers
442298-All Other Home Furnishings Stores
414220-Household Appliance Merchant Wholesalers","Retail
Distributor","Chandeliers, Lamp sconces, Lamps: floor, Lighting fixtures, Furniture, Clocks, Lighting store",N,"102-89 Tycos DrToronto,ONM6B1W3"
CASACOM,113455152,CASACOM,20,400-77 Richmond St W,Under $1 Million,,416-944-2145,2001,CASACOM1000-407 Rue McgillMontréalQCH2Y2G3,Address,,www.casacom.ca,"Toronto Metropolitan Municipality, ON",Ms. Marie-Josée Gagnon-CEO,"541611-Administrative Management and General Management Consulting Services
541820-Public Relations Services","Professional, Scientific & Technical Services","Communications consultants, Public relations consultants",N,"400-77 Richmond St WToronto,ONM6J0C2"
Cascade Hand Cut Crystal Inc.,19050492,Cascade Hand Cut Crystal Inc.,3,103-1024 Dupont St,Under $1 Million,"2,000",416-537-5450,1982,,Address,416-537-2707,www.cascadecrystal.com,"Toronto Metropolitan Municipality, ON","Mr. Libor Furbacher-Pres
Mrs. Lucy Furbacher-Owner","332329-Other Ornamental and Architectural Metal Product Manufacturing
327215-Glass Product Manufacturing from Purchased Glass
811490-Other Personal and Household Goods Repair and Maintenance
414390-Other Home Furnishings Merchant Wholesalers
414310-China, Glassware, Crockery and Pottery Merchant Wholesalers
332810-Coating, Engraving, Cold and Heat Treating and Allied Activities
418990-All Other Merchant Wholesalers
339910-Jewellery and Silverware Manufacturing
414410-Jewellery and Watch Merchant Wholesalers","Manufacturer
Distributor
Services","Artistic sandblasting on glass, Engraving: glass, Giftware: glass, Glass: art, Glass: beveled, Glass: flat, Glass repair, Mirrors: decorative, Awards: crystal, Awards: glass, Mirror repair, Crystalware repair, Cutting service, Doors: shower, Crystalware",Y,"103-1024 Dupont StToronto,ONM6H1Z6"
Cases Unlimited Inc.,20200888,Cases Unlimited Inc.,15,8-670 Progress Ave,$1-5 Million,"6,000",416-289-8340,1989,,Address,416-289-8715,www.casesunlimitedinc.com,"Toronto Metropolitan Municipality, ON","Mr. Jeff Pugh-Owner
Ms. Mary Pugh-Mgr","418990-All Other Merchant Wholesalers
326198-All Other Plastic Product Manufacturing
332439-Other Metal Container Manufacturing
314910-Textile Bag and Canvas Mills","Manufacturer
Distributor","Bags, Cases: carrying, Cases: transit, Cases",YExport Countries:United States,"8-670 Progress AveToronto,ONM1H3A4"
CaseWare International Inc.,18743519,CaseWare International Inc.,140,3-1400 1 Toronto St W,N/A,"14,000",416-867-9504,1988,,Address,416-867-1906,www.caseware.com,"Toronto Metropolitan Municipality, ON","Mr. Alan Charlton-Dir-Info Tech
Mr. Brett Kennedy-Dir Software Accts
Mr. Dwight Wainman-Pres",541514-Computer Systems Design and Related Services (Except Video Game Design and Development),"Professional, Scientific & Technical Services",Computer software development,N,"3-1400 1 Toronto St WToronto,ONM5C2V6"
Casey Design Planning Group,84164096,Casey Design Planning Group,4,1226 Yonge St,Under $1 Million,,416-532-9242,,,Address,416-532-4246,www.caseydesignplan.com,"Toronto Metropolitan Municipality, ON",Ms. Theresa Casey-Owner,541410-Interior Design Services,"Professional, Scientific & Technical Services",Interior design services,N,"1226 Yonge StToronto,ONM4T1W3"
Cash 4 You,196803168,Cash 4 You,,C18-1000 Gerrard St E,N/A,,416-462-1900,,,Address,,www.cash4you.ca,"Toronto Metropolitan Municipality, ON",,"522329-Other Financial Transactions Processing and Clearing House Activities
523130-Commodity Contracts Dealing
522220-Sales Financing
522390-Other Activities Related to Credit Intermediation",Finance,"Foreign currency exchanges, Cheque cashing agency, Electronic funds transfer network, Small loan company",,C18-1000 Gerrard St EM4M3G6
Cash 4 You,196803172,Cash 4 You,,529 Yonge St,N/A,,416-972-9601,,,Address,,www.cash4you.ca,"Toronto Metropolitan Municipality, ON",,"522220-Sales Financing
523130-Commodity Contracts Dealing
522390-Other Activities Related to Credit Intermediation
522329-Other Financial Transactions Processing and Clearing House Activities",Finance,"Foreign currency exchanges, Cheque cashing agency, Electronic funds transfer network, Small loan company",,529 Yonge StM4Y1Y5
Cashforgold.TO Corp.,93113357,Cashforgold.TO Corp.,4,874 Danforth Ave,Under $1 Million,"1,000",416-466-2220,2010,,Address,,www.cashforgold.to,"Toronto Metropolitan Municipality, ON",Mr. Alex Avto-CEO,"541990-All Other Professional, Scientific and Technical Services","Professional, Scientific & Technical Services",Appraisers: jewellery,N,874 Danforth AveM4J1L7
Casselman & Co. Inc.,58849640,Casselman & Co. Inc.,2,14 Alex Mews,N/A,,416-920-1229,,,Address,,,"Toronto Metropolitan Municipality, ON","Mrs. Barbie Casselman-VP
Mr. Brian Casselman-Pres","541710-Research and Development in the Physical, Engineering and Life Sciences
541690-Other Scientific and Technical Consulting Services","Professional, Scientific & Technical Services","Health management consultants, Food & nutrition consultants",N,"14 Alex MewsToronto,ONM5R3T2"
Casselman Global Enterprises,18548141,Casselman Global Enterprises - Div. of Acetex Enterprises,25,70 Colville Rd,$1-5 Million,"17,500",416-241-4466,1955,,Address,416-241-7650,www.casselmanglobal.com,"Toronto Metropolitan Municipality, ON","Mr. William Cheeseman-Gen Mgr
Mr. Darren Coulter-Acct Mgr
Mr. Wayne Mercer-Acct Mgr","313210-Broad-Woven Fabric Mills
322299-All Other Converted Paper Product Manufacturing
418410-Chemical (except Agricultural) and Allied Product Merchant Wholesalers
417920-Service Establishment Machinery, Equipment and Supplies Merchant Wholesalers
314990-All Other Textile Product Mills
325610-Soap and Cleaning Compound Manufacturing
326198-All Other Plastic Product Manufacturing
418990-All Other Merchant Wholesalers
418190-Other Recyclable Material Merchant Wholesalers
417230-Industrial Machinery, Equipment and Supplies Merchant Wholesalers","Manufacturer
Distributor","Cloths: cleaning, Cheesecloth, Absorbents, Cleaning supplies, Paper products, Cloths: wiping, Rags: tack",YExport Countries:Worldwide,"70 Colville RdToronto,ONM6M2Y4Parent Company:Acetex Enterprises"
Cassels Brock & Blackwell LLP,18753188,Cassels Brock & Blackwell LLP,600,2100-40 King St W,$50-75 Million,"119,000",416-869-5300,1888,,Address,416-360-8877,www.casselsbrock.com,"Toronto Metropolitan Municipality, ON","Ms. Deborah Glatter-Dir Professional Dev/Student Prog
Ms. Michelé Hodgkinson-Dir-Hum Res
Mr. Thomas Oakes-Dir-Tech
Ms. Shenela Tavarayan-Mktg Coord
Mr. John Tsiofas-COO
Mr. Mark Young-Man Partner",541110-Offices of Lawyers,"Professional, Scientific & Technical Services",Legal firm,N,"2100-40 King St WToronto,ONM5H3C2"
Cassels Brock-Library,34357550,Cassels Brock & Blackwell LLP - Library,6,2100-40 King St W,Under $1 Million,,416-869-5300,1988,Cassels Brock & Blackwell LLP2100-40 King St WTorontoONM5H3C2,Address,416-360-8877,www.casselsbrock.com,"Toronto Metropolitan Municipality, ON",Ms. Susan Crysler-Mgr-Lib Serv,519121-Libraries,Information and Cultural Industries,Library: legal,N,"2100-40 King St WToronto,ONM5H3C2"
CAST Software,19539892,CAST Software,22,1-35 Ripley Ave,N/A,,416-597-2278,1994,,Address,416-597-9594,www.cast-soft.com,"Toronto Metropolitan Municipality, ON",Mr. Igor Silva-Sls/Mktg Rep,"511211-Software Publishers (Except Video Game Publishers)
541514-Computer Systems Design and Related Services (Except Video Game Design and Development)","Information and Cultural Industries
Professional, Scientific & Technical Services","Computer software: stage lighting, Computer software: entertainment sector, Computer software consultants",N,"1-35 Ripley AveToronto,ONM6S3P2"
